Drug Name,Temperature (oC),Concentration (mM),% Transmittance,Difference from Control
Tenofovir Disproxyl Fumarate,38,4,20.70141349,77.17243526
Tenofovir Disproxyl Fumarate,39,4,20.15270434,78.39957352
Tenofovir Disproxyl Fumarate,40,4,19.73937208,79.04009225
Tenofovir Disproxyl Fumarate,25,6,91.55175347,8.448246529
Tenofovir Disproxyl Fumarate,26,6,88.37579495,10.17648291
Tenofovir Disproxyl Fumarate,27,6,85.04850163,11.18656101
Tenofovir Disproxyl Fumarate,28,6,80.53784412,14.08587202
Tenofovir Disproxyl Fumarate,29,6,71.50449328,22.32369558
Tenofovir Disproxyl Fumarate,30,6,57.23565625,35.09232362
Tenofovir Disproxyl Fumarate,31,6,40.39553212,51.01579203
Tenofovir Disproxyl Fumarate,32,6,31.55004623,59.51114626
Tenofovir Disproxyl Fumarate,33,6,27.22701308,64.32474039
Tenofovir Disproxyl Fumarate,34,6,24.62256731,67.70541256
Tenofovir Disproxyl Fumarate,35,6,22.89110021,70.50598728
Tenofovir Disproxyl Fumarate,36,6,21.59401175,73.1750687
Tenofovir Disproxyl Fumarate,37,6,20.78101073,75.45405191
Tenofovir Disproxyl Fumarate,38,6,20.04472027,77.82912848
Tenofovir Disproxyl Fumarate,39,6,19.46853774,79.08374012
Tenofovir Disproxyl Fumarate,40,6,19.03998784,79.73947648
Tenofovir Disproxyl Fumarate,25,8,91.48151186,8.518488137
Tenofovir Disproxyl Fumarate,26,8,88.92011179,9.632166073
Tenofovir Disproxyl Fumarate,27,8,85.04850163,11.18656101
Tenofovir Disproxyl Fumarate,28,8,80.90958992,13.71412622
Tenofovir Disproxyl Fumarate,29,8,71.66932816,22.1588607
Tenofovir Disproxyl Fumarate,30,8,59.24704122,33.08093865
Tenofovir Disproxyl Fumarate,31,8,42.1049672,49.30635695
Tenofovir Disproxyl Fumarate,32,8,32.5586708,58.50252169
Tenofovir Disproxyl Fumarate,33,8,27.92543841,63.62631506
Tenofovir Disproxyl Fumarate,34,8,25.00345362,67.32452625
Tenofovir Disproxyl Fumarate,35,8,23.15616666,70.24092083
Tenofovir Disproxyl Fumarate,36,8,21.94488621,72.82419424
Tenofovir Disproxyl Fumarate,37,8,20.97329506,75.26176758
Tenofovir Disproxyl Fumarate,38,8,20.26127013,77.61257862
Tenofovir Disproxyl Fumarate,39,8,19.75452842,78.79774944
Tenofovir Disproxyl Fumarate,40,8,19.26046051,79.51900381
Tenofovir Disproxyl Fumarate,25,10,89.12509381,10.87490619
Tenofovir Disproxyl Fumarate,26,10,86.36411625,12.1881616
Tenofovir Disproxyl Fumarate,27,10,82.85778767,13.37727497
Tenofovir Disproxyl Fumarate,28,10,78.0428882,16.58082794
Tenofovir Disproxyl Fumarate,29,10,68.60145601,25.22673285
Tenofovir Disproxyl Fumarate,30,10,55.97576015,36.35221972
Tenofovir Disproxyl Fumarate,31,10,39.50632814,51.90499601
Tenofovir Disproxyl Fumarate,32,10,30.73736729,60.32382521
Tenofovir Disproxyl Fumarate,33,10,26.32287572,65.22887775
Tenofovir Disproxyl Fumarate,34,10,23.75016694,68.57781293
Tenofovir Disproxyl Fumarate,35,10,21.9954744,71.40161309
Tenofovir Disproxyl Fumarate,36,10,20.84490883,73.92417162
Tenofovir Disproxyl Fumarate,37,10,19.95262315,76.28243949
Tenofovir Disproxyl Fumarate,38,10,19.17196673,78.70188202
Tenofovir Disproxyl Fumarate,39,10,18.74994508,79.80233278
Tenofovir Disproxyl Fumarate,40,10,18.39359699,80.38586733
Phenylephrine Hydrochloride,25,0,100,0
Phenylephrine Hydrochloride,26,0,95.94006315,0
Phenylephrine Hydrochloride,27,0,90.15711376,0
Phenylephrine Hydrochloride,28,0,87.49837752,0
Phenylephrine Hydrochloride,29,0,84.07495948,0
Phenylephrine Hydrochloride,30,0,80.47605276,0
Phenylephrine Hydrochloride,31,0,77.09034691,0
Phenylephrine Hydrochloride,32,0,73.56422545,0
Phenylephrine Hydrochloride,33,0,70.9577768,0
Phenylephrine Hydrochloride,34,0,69.3425806,0
Phenylephrine Hydrochloride,35,0,67.92036326,0
Phenylephrine Hydrochloride,36,0,67.45280277,0
Phenylephrine Hydrochloride,37,0,67.19443914,0
Phenylephrine Hydrochloride,38,0,67.14288529,0
Phenylephrine Hydrochloride,39,0,67.40105069,0
Phenylephrine Hydrochloride,40,0,68.28626095,0
Phenylephrine Hydrochloride,25,2,110.153931,-10.15393095
Phenylephrine Hydrochloride,26,2,107.3989412,-11.45887808
Phenylephrine Hydrochloride,27,2,104.4720219,-14.31490816
Phenylephrine Hydrochloride,28,2,101.1579454,-13.6595679
Phenylephrine Hydrochloride,29,2,94.55111761,-10.47615814
Phenylephrine Hydrochloride,30,2,85.04850163,-4.572448869
Phenylephrine Hydrochloride,31,2,67.60829754,9.482049367
Phenylephrine Hydrochloride,32,2,53.99248712,19.57173833
Phenylephrine Hydrochloride,33,2,46.27360482,24.68417198
Phenylephrine Hydrochloride,34,2,41.46356758,27.87901302
Phenylephrine Hydrochloride,35,2,38.01893963,29.90142363
Phenylephrine Hydrochloride,36,2,35.69987263,31.75293014
Phenylephrine Hydrochloride,37,2,33.93647006,33.25796909
Phenylephrine Hydrochloride,38,2,32.45886528,34.68402002
Phenylephrine Hydrochloride,39,2,31.45333255,35.94771814
Phenylephrine Hydrochloride,40,2,30.54921113,37.73704982
Phenylephrine Hydrochloride,25,4,107.1519305,-7.151930524
Phenylephrine Hydrochloride,26,4,104.4720219,-8.53195877
Phenylephrine Hydrochloride,27,4,101.2356168,-11.07850306
Phenylephrine Hydrochloride,28,4,97.57382572,-10.07544819
Phenylephrine Hydrochloride,29,4,89.94975815,-5.874798675
Phenylephrine Hydrochloride,30,4,77.44617978,3.029872976
Phenylephrine Hydrochloride,31,4,57.19174311,19.8986038
Phenylephrine Hydrochloride,32,4,43.41768532,30.14654013
Phenylephrine Hydrochloride,33,4,36.47539469,34.4823821
Phenylephrine Hydrochloride,34,4,32.23542002,37.10716058
Phenylephrine Hydrochloride,35,4,29.33143652,38.58892674
Phenylephrine Hydrochloride,36,4,27.52115566,39.93164711
Phenylephrine Hydrochloride,37,4,25.9218902,41.27254895
Phenylephrine Hydrochloride,38,4,24.73621992,42.40666538
Phenylephrine Hydrochloride,39,4,23.87811283,43.52293786
Phenylephrine Hydrochloride,40,4,23.1206479,45.16561305
Phenylephrine Hydrochloride,25,6,108.6425624,-8.642562362
Phenylephrine Hydrochloride,26,6,106.1695557,-10.22949257
Phenylephrine Hydrochloride,27,6,102.9595573,-12.80244357
Phenylephrine Hydrochloride,28,6,99.54054174,-12.04216421
Phenylephrine Hydrochloride,29,6,91.27111022,-7.196150747
Phenylephrine Hydrochloride,30,6,76.73614894,3.73990382
Phenylephrine Hydrochloride,31,6,55.33501092,21.75533598
Phenylephrine Hydrochloride,32,6,42.92068719,30.64353826
Phenylephrine Hydrochloride,33,6,36.53142949,34.42634731
Phenylephrine Hydrochloride,34,6,32.5586708,36.7839098
Phenylephrine Hydrochloride,35,6,29.73947745,38.18088581
Phenylephrine Hydrochloride,36,6,27.86121169,39.59159108
Phenylephrine Hydrochloride,37,6,26.48500139,40.70943776
Phenylephrine Hydrochloride,38,6,25.25418359,41.8887017
Phenylephrine Hydrochloride,39,6,24.34071511,43.06033558
Phenylephrine Hydrochloride,40,6,23.64104484,44.64521611
Phenylephrine Hydrochloride,25,8,107.7291748,-7.729174837
Phenylephrine Hydrochloride,26,8,104.071864,-8.131800892
Phenylephrine Hydrochloride,27,8,100.6931669,-10.53605312
Phenylephrine Hydrochloride,28,8,95.71940713,-8.221029607
Phenylephrine Hydrochloride,29,8,86.1654843,-2.09052482
Phenylephrine Hydrochloride,30,8,69.50243176,10.973621
Phenylephrine Hydrochloride,31,8,49.58306089,27.50728602
Phenylephrine Hydrochloride,32,8,39.05410294,34.5101225
Phenylephrine Hydrochloride,33,8,33.57376142,37.38401537
Phenylephrine Hydrochloride,34,8,30.1995172,39.1430634
Phenylephrine Hydrochloride,35,8,27.81847596,40.10188731
Phenylephrine Hydrochloride,36,8,26.30267992,41.15012285
Phenylephrine Hydrochloride,37,8,24.94594727,42.24849187
Phenylephrine Hydrochloride,38,8,24.02518091,43.11770438
Phenylephrine Hydrochloride,39,8,23.1206479,44.28040279
Phenylephrine Hydrochloride,40,8,22.61170617,45.67455478
Phenylephrine Hydrochloride,25,10,103.2761406,-3.276140576
Phenylephrine Hydrochloride,26,10,100.6159117,-4.675848523
Phenylephrine Hydrochloride,27,10,98.55227786,-8.395164098
Phenylephrine Hydrochloride,28,10,91.55175347,-4.053375948
Phenylephrine Hydrochloride,29,10,79.92205951,4.152899972
Phenylephrine Hydrochloride,30,10,59.88710692,20.58894583
Phenylephrine Hydrochloride,31,10,44.66835922,32.42198769
Phenylephrine Hydrochloride,32,10,36.53142949,37.03279596
Phenylephrine Hydrochloride,33,10,32.30973034,38.64804646
Phenylephrine Hydrochloride,34,10,29.30893245,40.03364815
Phenylephrine Hydrochloride,35,10,27.24791861,40.67244465
Phenylephrine Hydrochloride,36,10,25.72369392,41.72910885
Phenylephrine Hydrochloride,37,10,24.64147308,42.55296606
Phenylephrine Hydrochloride,38,10,23.69554307,43.44734222
Phenylephrine Hydrochloride,39,10,22.96148648,44.43956421
Phenylephrine Hydrochloride,40,10,22.16494544,46.1213155
Acetylsalicylic Acid,25,0,100,0
Acetylsalicylic Acid,26,0,102.2115561,0
Acetylsalicylic Acid,27,0,102.5651926,0
Acetylsalicylic Acid,28,0,104.2317429,0
Acetylsalicylic Acid,29,0,103.9920166,0
Acetylsalicylic Acid,30,0,103.7528416,0
Acetylsalicylic Acid,31,0,103.038612,0
Acetylsalicylic Acid,32,0,102.5651926,0
Acetylsalicylic Acid,33,0,101.8591388,0
Acetylsalicylic Acid,34,0,101.8591388,0
Acetylsalicylic Acid,35,0,102.6833432,0
Acetylsalicylic Acid,36,0,103.6334604,0
Acetylsalicylic Acid,37,0,105.0751455,0
Acetylsalicylic Acid,38,0,106.6596121,0
Acetylsalicylic Acid,39,0,107.7705254,0
Acetylsalicylic Acid,40,0,108.3926914,0
Acetylsalicylic Acid,25,2,97.27472238,2.725277622
Acetylsalicylic Acid,26,2,92.25714272,9.954413345
Acetylsalicylic Acid,27,2,83.36811846,19.19707416
Acetylsalicylic Acid,28,2,69.82324041,34.40850253
Acetylsalicylic Acid,29,2,56.1047976,47.88721898
Acetylsalicylic Acid,30,2,39.76490965,63.98793193
Acetylsalicylic Acid,31,2,30.65490679,72.38370525
Acetylsalicylic Acid,32,2,26.36331386,76.20187877
Acetylsalicylic Acid,33,2,23.85063795,78.00850085
Acetylsalicylic Acid,34,2,22.1309471,79.72819171
Acetylsalicylic Acid,35,2,20.79696687,81.8863763
Acetylsalicylic Acid,36,2,19.92966506,83.70379538
Acetylsalicylic Acid,37,2,19.27524913,85.79989635
Acetylsalicylic Acid,38,2,18.7068214,87.95279072
Acetylsalicylic Acid,39,2,18.23895702,89.53156835
Acetylsalicylic Acid,40,2,17.84431989,90.54837152
Acetylsalicylic Acid,25,4,100.8091609,-0.809160936
Acetylsalicylic Acid,26,4,95.2796164,6.931939658
Acetylsalicylic Acid,27,4,78.88601176,23.67918086
Acetylsalicylic Acid,28,4,62.51726928,41.71447366
Acetylsalicylic Acid,29,4,47.04354057,56.94847601
Acetylsalicylic Acid,30,4,34.00165058,69.751191
Acetylsalicylic Acid,31,4,27.95760728,75.08100477
Acetylsalicylic Acid,32,4,24.77422058,77.79097205
Acetylsalicylic Acid,33,4,23.04092976,78.81820904
Acetylsalicylic Acid,34,4,21.70201204,80.15712677
Acetylsalicylic Acid,35,4,20.77303726,81.91030591
Acetylsalicylic Acid,36,4,20.0678109,83.56564954
Acetylsalicylic Acid,37,4,19.498446,85.57669949
Acetylsalicylic Acid,38,4,19.16461063,87.4950015
Acetylsalicylic Acid,39,4,18.77154418,88.99898119
Acetylsalicylic Acid,40,4,18.59944563,89.79324577
Acetylsalicylic Acid,25,6,97.38677853,2.613221467
Acetylsalicylic Acid,26,6,90.26097075,11.95058531
Acetylsalicylic Acid,27,6,61.65950019,40.90569244
Acetylsalicylic Acid,28,6,49.94591802,54.28582492
Acetylsalicylic Acid,29,6,33.38105052,70.61096607
Acetylsalicylic Acid,30,6,25.55641901,78.19642257
Acetylsalicylic Acid,31,6,22.23309891,80.80551314
Acetylsalicylic Acid,32,6,20.51162179,82.05357084
Acetylsalicylic Acid,33,6,19.43121692,82.42792189
Acetylsalicylic Acid,34,6,18.72837083,83.13076798
Acetylsalicylic Acid,35,6,18.07174126,84.61160191
Acetylsalicylic Acid,36,6,17.70108958,85.93237086
Acetylsalicylic Acid,37,6,17.39802698,87.67711851
Acetylsalicylic Acid,38,6,17.0804772,89.57913492
Acetylsalicylic Acid,39,6,16.80737926,90.96314611
Acetylsalicylic Acid,40,6,16.78804018,91.60465122
Acetylsalicylic Acid,25,8,89.33054837,10.66945163
Acetylsalicylic Acid,26,8,73.70551753,28.50603853
Acetylsalicylic Acid,27,8,49.54501908,53.02017354
Acetylsalicylic Acid,28,8,34.31626398,69.91547896
Acetylsalicylic Acid,29,8,24.21029047,79.78172612
Acetylsalicylic Acid,30,8,20.89296131,82.85988027
Acetylsalicylic Acid,31,8,19.18668741,83.85192464
Acetylsalicylic Acid,32,8,18.23895702,84.3262356
Acetylsalicylic Acid,33,8,17.66037821,84.1987606
Acetylsalicylic Acid,34,8,17.13957308,84.71956573
Acetylsalicylic Acid,35,8,16.88495859,85.79838457
Acetylsalicylic Acid,36,8,16.59586907,87.03759137
Acetylsalicylic Acid,37,8,16.46265966,88.61248582
Acetylsalicylic Acid,38,8,16.25548756,90.40412457
Acetylsalicylic Acid,39,8,16.08792378,91.68260159
Acetylsalicylic Acid,40,8,15.97717529,92.41551611
Acetylsalicylic Acid,25,10,76.73614894,23.26385106
Acetylsalicylic Acid,26,10,51.99959965,50.21195641
Acetylsalicylic Acid,27,10,36.64375746,65.92143516
Acetylsalicylic Acid,28,10,23.28091258,80.95083036
Acetylsalicylic Acid,29,10,19.63360277,84.35841381
Acetylsalicylic Acid,30,10,18.23895702,85.51388456
Acetylsalicylic Acid,31,10,17.49846689,85.54014516
Acetylsalicylic Acid,32,10,17.00199954,85.56319309
Acetylsalicylic Acid,33,10,16.88495859,84.97418021
Acetylsalicylic Acid,34,10,16.71090614,85.14823266
Acetylsalicylic Acid,35,10,16.51961798,86.16372518
Acetylsalicylic Acid,36,10,16.50061001,87.13285043
Acetylsalicylic Acid,37,10,16.57677337,88.49837212
Acetylsalicylic Acid,38,10,16.55769963,90.10191249
Acetylsalicylic Acid,39,10,16.65328828,91.11723709
Acetylsalicylic Acid,40,10,16.74942876,91.64326264
D-Mannitol,25,0,100,0
D-Mannitol,26,0,95.57258513,0
D-Mannitol,27,0,90.92151563,0
D-Mannitol,28,0,89.19352611,0
D-Mannitol,29,0,86.29785478,0
D-Mannitol,30,0,83.36811846,0
D-Mannitol,31,0,80.35261222,0
D-Mannitol,32,0,77.44617978,0
D-Mannitol,33,0,74.75954795,0
D-Mannitol,34,0,73.17004689,0
D-Mannitol,35,0,71.9448978,0
D-Mannitol,36,0,71.23061051,0
D-Mannitol,37,0,71.28530301,0
D-Mannitol,38,0,72.44359601,0
D-Mannitol,39,0,73.05781288,0
D-Mannitol,40,0,73.7338085,0
D-Mannitol,25,2,102.6439445,-2.643944538
D-Mannitol,26,2,98.62794856,-3.055363435
D-Mannitol,27,2,95.13346899,-4.211953354
D-Mannitol,28,2,92.75414646,-3.560620353
D-Mannitol,29,2,90.15711376,-3.859258984
D-Mannitol,30,2,87.70008211,-4.331963652
D-Mannitol,31,2,84.98324953,-4.630637314
D-Mannitol,32,2,82.03515443,-4.588974653
D-Mannitol,33,2,79.92205951,-5.162511555
D-Mannitol,34,2,78.64419415,-5.474147261
D-Mannitol,35,2,77.56515535,-5.620257553
D-Mannitol,36,2,77.14953865,-5.918928135
D-Mannitol,37,2,76.55966069,-5.274357678
D-Mannitol,38,2,75.56720048,-3.123604476
D-Mannitol,39,2,75.04699953,-1.989186655
D-Mannitol,40,2,74.93188651,-1.198078008
D-Mannitol,25,4,96.16122784,3.838772162
D-Mannitol,26,4,90.92151563,4.651069495
D-Mannitol,27,4,85.57232528,5.349190357
D-Mannitol,28,4,83.94599865,5.247527457
D-Mannitol,29,4,81.0338861,5.263968672
D-Mannitol,30,4,77.92317984,5.444938619
D-Mannitol,31,4,73.7338085,6.618803719
D-Mannitol,32,4,71.72435752,5.721822264
D-Mannitol,33,4,70.52341485,4.236133101
D-Mannitol,34,4,69.50243176,3.667615129
D-Mannitol,35,4,69.02398038,2.920917416
D-Mannitol,36,4,69.07697858,2.153631929
D-Mannitol,37,4,68.97102285,2.314280166
D-Mannitol,38,4,68.49622967,3.947366342
D-Mannitol,39,4,67.71215981,5.345653072
D-Mannitol,40,4,67.29766563,6.436142871
D-Mannitol,25,6,117.5799668,-17.57996683
D-Mannitol,26,6,114.0249788,-18.45239363
D-Mannitol,27,6,109.5636941,-18.64217846
D-Mannitol,28,6,106.9875724,-17.7940463
D-Mannitol,29,6,105.1961874,-18.89833261
D-Mannitol,30,6,102.8016298,-19.43351135
D-Mannitol,31,6,99.84661209,-19.49399987
D-Mannitol,32,6,97.42415926,-19.97797948
D-Mannitol,33,6,95.57258513,-20.81303718
D-Mannitol,34,6,94.6963704,-21.52632351
D-Mannitol,35,6,93.82818886,-21.88329106
D-Mannitol,36,6,93.18228015,-21.95166964
D-Mannitol,37,6,92.61187281,-21.3265698
D-Mannitol,38,6,92.39887142,-19.95527541
D-Mannitol,39,6,92.82536523,-19.76755235
D-Mannitol,40,6,93.25382765,-19.52001915
D-Mannitol,25,8,119.3988104,-19.39881045
D-Mannitol,26,8,116.3232872,-20.75070212
D-Mannitol,27,8,111.3439609,-20.42244527
D-Mannitol,28,8,107.9775162,-18.78399012
D-Mannitol,29,8,105.1154773,-18.81762253
D-Mannitol,30,8,102.0939484,-18.72582991
D-Mannitol,31,8,98.40111058,-18.04849836
D-Mannitol,32,8,95.35277428,-17.9065945
D-Mannitol,33,8,94.40608763,-19.64653968
D-Mannitol,34,8,94.11669469,-20.9466478
D-Mannitol,35,8,93.61239001,-21.66749221
D-Mannitol,36,8,94.11669469,-22.88608418
D-Mannitol,37,8,93.97233106,-22.68702804
D-Mannitol,38,8,93.97233106,-21.52873505
D-Mannitol,39,8,94.18895965,-21.13114677
D-Mannitol,40,8,94.2612801,-20.5274716
D-Mannitol,25,10,125.6029964,-25.60299637
D-Mannitol,26,10,124.3559778,-28.78339267
D-Mannitol,27,10,125.5066295,-34.58511386
D-Mannitol,28,10,124.7383514,-35.54482531
D-Mannitol,29,10,123.5947433,-37.29688857
D-Mannitol,30,10,122.7439231,-39.37580465
D-Mannitol,31,10,120.9669322,-40.61431994
D-Mannitol,32,10,119.5822351,-42.13605536
D-Mannitol,33,10,118.9414787,-44.18193073
D-Mannitol,34,10,118.5768748,-45.40682793
D-Mannitol,35,10,118.1226913,-46.1777935
D-Mannitol,36,10,117.9415054,-46.71089485
D-Mannitol,37,10,117.3095404,-46.0242374
D-Mannitol,38,10,117.1296018,-44.68600575
D-Mannitol,39,10,116.770552,-43.71273915
D-Mannitol,40,10,116.4126029,-42.67879444
Sodium Valproate,25,0,100,0
Sodium Valproate,26,0,97.94899854,0
Sodium Valproate,27,0,96.01372814,0
Sodium Valproate,28,0,93.97233106,0
Sodium Valproate,29,0,93.18228015,0
Sodium Valproate,30,0,92.82536523,0
Sodium Valproate,31,0,92.18635991,0
Sodium Valproate,32,0,91.62204901,0
Sodium Valproate,33,0,92.04495718,0
Sodium Valproate,34,0,93.18228015,0
Sodium Valproate,35,0,93.9002323,0
Sodium Valproate,36,0,94.47857479,0
Sodium Valproate,37,0,95.20651465,0
Sodium Valproate,38,0,96.08744969,0
Sodium Valproate,39,0,96.67926351,0
Sodium Valproate,40,0,96.82778563,0
Sodium Valproate,25,2,92.25714272,7.742857285
Sodium Valproate,26,2,90.08794217,7.861056373
Sodium Valproate,27,2,88.85188926,7.161838875
Sodium Valproate,28,2,87.76742025,6.204910803
Sodium Valproate,29,2,85.63802968,7.544250475
Sodium Valproate,30,2,82.16117975,10.66418548
Sodium Valproate,31,2,77.26805851,14.9183014
Sodium Valproate,32,2,73.00176045,18.62028856
Sodium Valproate,33,2,70.2532899,21.79166728
Sodium Valproate,34,2,68.18151808,25.00076207
Sodium Valproate,35,2,66.68067692,27.21955538
Sodium Valproate,36,2,65.36320413,29.11537066
Sodium Valproate,37,2,64.51588612,30.69062853
Sodium Valproate,38,2,63.63069498,32.45675471
Sodium Valproate,39,2,62.99895322,33.68031029
Sodium Valproate,40,2,62.56527147,34.26251415
Sodium Valproate,25,4,88.03729025,11.96270975
Sodium Valproate,26,4,86.96276371,10.98623483
Sodium Valproate,27,4,85.63802968,10.37569846
Sodium Valproate,28,4,83.56030182,10.41202923
Sodium Valproate,29,4,80.59968293,12.58259722
Sodium Valproate,30,4,74.58760576,18.23775947
Sodium Valproate,31,4,66.73187588,25.45448403
Sodium Valproate,32,4,60.86019413,30.76185488
Sodium Valproate,33,4,56.97268229,35.07227488
Sodium Valproate,34,4,54.07543229,39.10684786
Sodium Valproate,35,4,51.99959965,41.90063265
Sodium Valproate,36,4,50.38872081,44.08985398
Sodium Valproate,37,4,49.24173349,45.96478116
Sodium Valproate,38,4,48.2688183,47.81863139
Sodium Valproate,39,4,47.53352259,49.14574091
Sodium Valproate,40,4,47.06159766,49.76618796
Sodium Valproate,25,6,87.76742025,12.23257975
Sodium Valproate,26,6,84.9180475,13.03095104
Sodium Valproate,27,6,82.54041853,13.47330961
Sodium Valproate,28,6,80.66156922,13.31076184
Sodium Valproate,29,6,76.79506872,16.38721143
Sodium Valproate,30,6,70.41524046,22.41012477
Sodium Valproate,31,6,60.95368972,31.23267018
Sodium Valproate,32,6,53.82697825,37.79507076
Sodium Valproate,33,6,49.16620263,42.87875455
Sodium Valproate,34,6,45.91980128,47.26247887
Sodium Valproate,35,6,43.58462697,50.31560533
Sodium Valproate,36,6,41.9758984,52.50267639
Sodium Valproate,37,6,40.98893805,54.2175766
Sodium Valproate,38,6,40.39553212,55.69191757
Sodium Valproate,39,6,40.08667176,56.59259174
Sodium Valproate,40,6,39.84128464,56.98650099
Sodium Valproate,25,8,92.54081785,7.459182155
Sodium Valproate,26,8,91.69239853,6.256600013
Sodium Valproate,27,8,91.0611925,4.952535642
Sodium Valproate,28,8,88.51156098,5.460770073
Sodium Valproate,29,8,84.65773926,8.524540894
Sodium Valproate,30,8,78.10281132,14.7225539
Sodium Valproate,31,8,66.62951725,25.55684266
Sodium Valproate,32,8,57.89841391,33.7236351
Sodium Valproate,33,8,52.15948964,39.88546754
Sodium Valproate,34,8,48.19477976,44.98750039
Sodium Valproate,35,8,45.32453251,48.57569979
Sodium Valproate,36,8,43.58462697,50.89394782
Sodium Valproate,37,8,42.59251974,52.61399491
Sodium Valproate,38,8,41.87935651,54.20809317
Sodium Valproate,39,8,41.52726539,55.15199812
Sodium Valproate,40,8,41.27305979,55.55472583
Sodium Valproate,25,10,90.85175757,9.148242435
Sodium Valproate,26,10,89.53647655,8.412521986
Sodium Valproate,27,10,88.03729025,7.976437892
Sodium Valproate,28,10,86.5632061,7.409124954
Sodium Valproate,29,10,82.4138115,10.76846865
Sodium Valproate,30,10,75.39340075,17.43196448
Sodium Valproate,31,10,63.48434844,28.70201147
Sodium Valproate,32,10,54.36674516,37.25530385
Sodium Valproate,33,10,48.56611158,43.47884559
Sodium Valproate,34,10,44.73698034,48.44529981
Sodium Valproate,35,10,42.16965034,51.73058196
Sodium Valproate,36,10,40.58198942,53.89658537
Sodium Valproate,37,10,39.81071706,55.3957976
Sodium Valproate,38,10,39.44573021,56.64171948
Sodium Valproate,39,10,38.93438628,57.74487723
Sodium Valproate,40,10,38.63669771,58.19108792
Isoniazid,25,0,100,0
Isoniazid,26,0,98.1747943,0
Isoniazid,27,0,94.33365608,0
Isoniazid,28,0,92.82536523,0
Isoniazid,29,0,91.13111137,0
Isoniazid,30,0,89.88074565,0
Isoniazid,31,0,89.12509381,0
Isoniazid,32,0,88.24023716,0
Isoniazid,33,0,88.17253626,0
Isoniazid,34,0,88.37579495,0
Isoniazid,35,0,88.64753559,0
Isoniazid,36,0,88.57952219,0
Isoniazid,37,0,87.76742025,0
Isoniazid,38,0,87.23015952,0
Isoniazid,39,0,87.76742025,0
Isoniazid,40,0,86.89604293,0
Isoniazid,25,2,111.9437883,-11.94378835
Isoniazid,26,2,109.8162645,-11.64147019
Isoniazid,27,2,106.4143018,-12.08064574
Isoniazid,28,2,107.1519305,-14.3265653
Isoniazid,29,2,106.1695557,-15.03844435
Isoniazid,30,2,104.7128548,-14.83210915
Isoniazid,31,2,102.6439445,-13.51885072
Isoniazid,32,2,100.0767823,-11.83654514
Isoniazid,33,2,98.55227786,-10.3797416
Isoniazid,34,2,98.25017517,-9.874380219
Isoniazid,35,2,98.25017517,-9.602639578
Isoniazid,36,2,97.79875662,-9.219234422
Isoniazid,37,2,97.34941215,-9.581991892
Isoniazid,38,2,97.34941215,-10.11925263
Isoniazid,39,2,97.49896377,-9.731543518
Isoniazid,40,2,97.57382572,-10.67778279
Isoniazid,25,4,103.5936973,-3.593697263
Isoniazid,26,4,98.09947127,0.075323029
Isoniazid,27,4,94.84184633,-0.508190251
Isoniazid,28,4,94.18895965,-1.363594424
Isoniazid,29,4,93.0393498,-1.908238422
Isoniazid,30,4,90.99132726,-1.110581613
Isoniazid,31,4,89.53647655,-0.411382742
Isoniazid,32,4,86.62967132,1.610565837
Isoniazid,33,4,85.63802968,2.534506584
Isoniazid,34,4,85.50667129,2.869123658
Isoniazid,35,4,86.09937522,2.54816037
Isoniazid,36,4,86.96276371,1.616758486
Isoniazid,37,4,87.70008211,0.067338139
Isoniazid,38,4,88.98838669,-1.758227175
Isoniazid,39,4,89.74287945,-1.975459196
Isoniazid,40,4,90.64280432,-3.746761393
Isoniazid,25,6,119.3988104,-19.39881045
Isoniazid,26,6,114.8153621,-16.64056785
Isoniazid,27,6,111.0026465,-16.66899044
Isoniazid,28,6,109.7320097,-16.9066445
Isoniazid,29,6,108.2264301,-17.09531874
Isoniazid,30,6,106.0067045,-16.1259588
Isoniazid,31,6,105.3577935,-16.23269969
Isoniazid,32,6,104.8737184,-16.63348125
Isoniazid,33,6,104.8737184,-16.70118215
Isoniazid,34,6,105.844103,-17.46830804
Isoniazid,35,6,106.8234664,-18.17593082
Isoniazid,36,6,107.3989412,-18.81941904
Isoniazid,37,6,108.3926914,-20.62527115
Isoniazid,38,6,109.7320097,-22.50185021
Isoniazid,39,6,111.1731727,-23.40575247
Isoniazid,40,6,112.2879966,-25.39195366
Isoniazid,25,8,120.6887159,-20.68871594
Isoniazid,26,8,116.5914401,-18.41664582
Isoniazid,27,8,115.8777356,-21.54407954
Isoniazid,28,8,113.9374949,-21.1121297
Isoniazid,29,8,113.9374949,-22.80638355
Isoniazid,30,8,112.8929097,-23.01216405
Isoniazid,31,8,111.8579013,-22.73280747
Isoniazid,32,8,110.7473475,-22.50711036
Isoniazid,33,8,110.4926357,-22.32009943
Isoniazid,34,8,110.407862,-22.03206704
Isoniazid,35,8,110.6623784,-22.01484281
Isoniazid,36,8,111.0878769,-22.50835471
Isoniazid,37,8,111.5150115,-23.7475912
Isoniazid,38,8,111.9437883,-24.71362883
Isoniazid,39,8,112.2018454,-24.43442518
Isoniazid,40,8,112.6332632,-25.73722028
Isoniazid,25,10,128.9238699,-28.92386993
Isoniazid,26,10,129.0228606,-30.84806634
Isoniazid,27,10,128.2330583,-33.89940219
Isoniazid,28,10,127.0574105,-34.23204529
Isoniazid,29,10,125.6029964,-34.471885
